Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,49,12/2/2019,12/8/2019,79,79,,,,,,,,,,,,50,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,50,12/9/2019,12/15/2019,90,90,,,1,,,1,,,,,32,58,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,51,12/16/2019,12/22/2019,89,89,,,2,,,2,,,,,33,56,Local Outbreak
Morocco,Eastern Mediterranean Region of WHO,Northern Africa,2019,52,12/23/2019,12/29/2019,112,112,,,4,,,4,,,,,26,86,Local Outbreak
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,1,12/31/2018,1/6/2019,164,159,,8,10,0,0,18,0,0,9,9,27,131,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,2,1/7/2019,1/13/2019,102,102,,4,4,0,0,8,0,0,2,2,10,92,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,3,1/14/2019,1/20/2019,120,118,,6,3,0,0,9,0,0,4,4,13,105,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,4,1/21/2019,1/27/2019,159,150,,8,5,0,0,13,0,0,3,3,16,136,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,5,1/28/2019,2/3/2019,136,136,,7,8,0,0,15,0,0,4,4,19,119,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,6,2/4/2019,2/10/2019,193,107,,8,9,0,0,17,0,0,4,4,21,92,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,7,2/11/2019,2/17/2019,166,92,,5,3,0,0,8,0,0,3,3,11,87,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,8,2/18/2019,2/24/2019,183,176,,7,3,0,0,10,0,0,10,10,20,166,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,9,2/25/2019,3/3/2019,129,129,,4,2,0,0,6,0,0,6,6,12,123,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,10,3/4/2019,3/10/2019,132,132,,4,3,0,0,7,0,0,9,9,16,129,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,11,3/11/2019,3/17/2019,148,145,,19,7,0,0,26,0,0,5,5,31,117,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,12,3/18/2019,3/24/2019,116,112,,4,1,0,0,5,0,0,12,12,17,107,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,13,3/25/2019,3/31/2019,140,137,,4,1,0,0,5,0,0,9,9,14,132,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,14,4/1/2019,4/7/2019,106,105,,3,2,0,0,5,0,0,8,8,13,100,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,15,4/8/2019,4/14/2019,132,127,,5,3,0,0,8,0,0,8,8,16,119,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,16,4/15/2019,4/21/2019,125,123,,3,3,0,0,6,0,0,8,8,14,117,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,17,4/22/2019,4/28/2019,140,138,,6,1,0,0,7,0,0,10,10,17,131,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,18,4/29/2019,5/5/2019,119,116,,4,2,0,0,6,0,0,16,16,22,110,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,19,5/6/2019,5/12/2019,111,106,,4,0,0,0,4,0,0,17,17,21,101,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,20,5/13/2019,5/19/2019,97,87,,2,0,0,0,2,0,0,6,6,8,97,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,21,5/20/2019,5/26/2019,94,90,,5,1,0,0,6,0,0,5,5,11,83,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,22,5/27/2019,6/2/2019,82,82,,21,1,0,0,22,1,5,0,6,28,59,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,23,6/3/2019,6/9/2019,91,89,,4,0,0,0,4,1,7,0,8,12,85,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,24,6/10/2019,6/16/2019,71,71,,3,0,0,0,3,0,3,0,3,6,68,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,25,6/17/2019,6/23/2019,76,74,,2,1,0,0,3,0,2,3,5,8,71,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,26,6/24/2019,6/30/2019,90,86,,2,0,0,0,2,0,4,0,4,6,84,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,27,7/1/2019,7/7/2019,71,70,,3,0,0,0,3,0,3,0,3,6,66,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,28,7/8/2019,7/14/2019,82,81,,0,1,0,0,1,0,3,0,3,4,80,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,29,7/15/2019,7/21/2019,85,84,,3,0,0,0,3,0,2,0,2,5,80,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,30,7/22/2019,7/28/2019,57,57,,0,1,0,0,1,0,3,0,3,4,56,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,31,7/29/2019,8/4/2019,48,48,,2,0,0,0,2,0,0,0,0,2,44,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,32,8/5/2019,8/11/2019,69,67,,8,2,0,0,10,0,0,0,0,10,58,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,33,8/12/2019,8/18/2019,117,116,,8,8,0,0,16,0,5,0,5,21,100,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,34,8/19/2019,8/25/2019,93,88,,8,4,0,0,12,0,6,0,6,18,76,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,35,8/26/2019,9/1/2019,105,105,,12,2,0,0,14,0,6,0,6,20,87,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,36,9/2/2019,9/8/2019,162,161,,28,17,0,0,45,0,11,0,11,56,116,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,37,9/9/2019,9/15/2019,186,183,,24,18,0,0,42,0,12,0,12,54,141,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,38,9/16/2019,9/22/2019,227,218,,28,5,0,0,33,0,19,0,19,52,172,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,39,9/23/2019,9/29/2019,287,285,,30,13,0,0,43,0,19,0,19,62,237,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,40,9/30/2019,10/6/2019,306,303,,39,19,0,0,58,0,27,0,27,85,254,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,41,10/7/2019,10/13/2019,316,306,,26,23,0,0,49,0,25,0,25,74,257,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,42,10/14/2019,10/20/2019,307,297,,30,16,0,0,46,1,18,0,19,65,248,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,43,10/21/2019,10/27/2019,265,261,,21,22,0,0,43,0,25,0,25,68,218,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,44,10/28/2019,11/3/2019,294,290,,23,13,0,0,36,0,27,0,27,63,246,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,45,11/4/2019,11/10/2019,331,317,,23,21,0,0,44,0,32,0,32,76,262,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,46,11/11/2019,11/17/2019,255,215,,10,15,0,0,25,0,16,0,16,41,187,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,47,11/18/2019,11/24/2019,130,112,,3,13,0,0,16,0,10,0,10,26,81,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,48,11/25/2019,12/1/2019,124,107,,8,7,0,0,15,0,9,0,9,24,83,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,151,149,,17,16,0,0,33,0,12,0,12,45,110,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,108,101,,13,16,0,0,29,0,5,0,5,34,85,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,148,143,,4,24,0,0,28,0,2,3,5,33,115,No Report
Oman,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,109,105,,7,9,0,0,16,0,3,0,3,19,89,No Report
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,1,12/31/2018,1/6/2019,84,84,,19,3,0,0,22,0,0,8,8,30,54,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,2,1/7/2019,1/13/2019,276,276,,59,14,0,0,73,0,0,34,34,107,169,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,3,1/14/2019,1/20/2019,231,231,,38,9,0,0,47,0,0,26,26,73,158,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,4,1/21/2019,1/27/2019,279,279,,42,16,0,0,58,0,0,26,26,84,195,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,5,1/28/2019,2/3/2019,434,434,,73,25,0,0,98,0,0,64,64,162,272,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,6,2/4/2019,2/10/2019,363,363,,70,31,0,0,101,0,0,60,60,161,202,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,7,2/11/2019,2/17/2019,440,440,,40,24,0,0,64,0,0,56,56,120,320,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,8,2/18/2019,2/24/2019,365,365,,42,16,0,0,58,0,0,18,18,76,289,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,9,2/25/2019,3/3/2019,164,164,,9,9,0,0,18,0,0,11,11,29,135,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,10,3/4/2019,3/10/2019,189,189,,12,7,0,0,19,0,0,12,12,31,158,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,11,3/11/2019,3/17/2019,181,181,,11,11,0,0,22,0,0,14,14,36,145,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,12,3/18/2019,3/24/2019,97,97,,2,5,0,0,7,0,0,6,6,13,84,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,13,3/25/2019,3/31/2019,78,78,,0,1,0,0,1,0,0,5,5,6,72,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,14,4/1/2019,4/7/2019,88,88,,0,0,0,0,0,0,0,0,0,0,88,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,15,4/8/2019,4/14/2019,65,65,,0,1,0,0,1,0,0,1,1,2,63,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,16,4/15/2019,4/21/2019,54,54,,0,0,0,0,0,0,0,1,1,1,53,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,17,4/22/2019,4/28/2019,53,53,,0,0,0,0,0,0,0,0,0,0,53,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,18,4/29/2019,5/5/2019,49,49,,0,0,0,0,0,0,0,0,0,0,49,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,19,5/6/2019,5/12/2019,45,45,,0,0,0,0,0,0,0,0,0,0,45,No Report
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,20,5/13/2019,5/19/2019,32,32,,0,0,0,0,0,0,0,0,0,0,32,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,21,5/20/2019,5/26/2019,8,8,,0,0,0,0,0,0,0,0,0,0,8,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,22,5/27/2019,6/2/2019,29,29,,0,0,0,0,0,0,0,0,0,0,29,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,23,6/3/2019,6/9/2019,32,32,,0,0,0,0,0,0,0,0,0,0,32,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,24,6/10/2019,6/16/2019,32,32,,0,0,0,0,0,0,0,0,0,0,32,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,25,6/17/2019,6/23/2019,47,47,,0,0,0,0,0,0,0,0,0,0,47,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,26,6/24/2019,6/30/2019,19,19,,0,0,0,0,0,0,0,0,0,0,19,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,27,7/1/2019,7/7/2019,22,22,,0,0,0,0,0,0,0,0,0,0,22,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,28,7/8/2019,7/14/2019,19,19,,0,0,0,0,0,0,0,0,0,0,19,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,29,7/15/2019,7/21/2019,30,30,,0,0,0,0,0,0,0,0,0,0,30,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,30,7/22/2019,7/28/2019,37,37,,0,0,0,0,0,0,0,0,0,0,37,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,31,7/29/2019,8/4/2019,17,17,,0,0,0,0,0,0,0,0,0,0,17,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,32,8/5/2019,8/11/2019,28,28,,0,0,0,0,0,0,0,0,0,0,28,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,33,8/12/2019,8/18/2019,31,31,,0,0,0,0,0,0,0,0,0,0,31,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,34,8/19/2019,8/25/2019,15,15,,0,0,0,0,0,0,0,0,0,0,15,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,35,8/26/2019,9/1/2019,26,26,,0,0,0,0,0,0,0,0,0,0,26,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,36,9/2/2019,9/8/2019,11,11,,0,0,0,0,0,0,0,0,0,0,11,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,37,9/9/2019,9/15/2019,15,15,,0,0,0,0,0,0,0,0,0,0,15,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,38,9/16/2019,9/22/2019,25,25,,0,0,0,0,0,0,0,0,0,0,25,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,39,9/23/2019,9/29/2019,30,30,,0,0,0,0,0,0,0,1,1,1,29,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,40,9/30/2019,10/6/2019,33,33,,0,0,0,0,0,0,0,0,0,0,33,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,41,10/7/2019,10/13/2019,29,29,,0,0,0,0,0,0,0,0,0,0,29,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,42,10/14/2019,10/20/2019,43,43,,0,0,0,0,0,0,0,0,0,0,43,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,43,10/21/2019,10/27/2019,37,37,,0,0,0,0,0,0,0,0,0,0,37,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,44,10/28/2019,11/3/2019,28,28,,0,0,0,0,0,0,0,0,0,0,28,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,45,11/4/2019,11/10/2019,42,42,,0,0,0,0,0,0,0,1,1,1,41,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,46,11/11/2019,11/17/2019,16,16,,0,0,0,0,0,0,0,1,1,1,15,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,47,11/18/2019,11/24/2019,36,36,,0,0,0,0,0,0,0,0,0,0,36,No Activity
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,48,11/25/2019,12/1/2019,41,41,,0,2,0,0,2,0,0,3,3,5,36,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,49,12/2/2019,12/8/2019,49,49,,1,15,0,0,16,0,0,1,1,17,32,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,50,12/9/2019,12/15/2019,91,91,,4,24,0,0,28,0,0,3,3,31,60,Local Outbreak
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,51,12/16/2019,12/22/2019,22,22,,0,6,0,0,6,0,0,1,1,7,15,Sporadic
Pakistan,Eastern Mediterranean Region of WHO,Southern Asia,2019,52,12/23/2019,12/29/2019,49,49,,2,6,0,0,8,0,0,0,0,8,41,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,1,12/31/2018,1/6/2019,708,708,,9,23,0,25,57,0,0,94,94,151,557,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,2,1/7/2019,1/13/2019,855,855,,7,36,0,34,77,0,0,117,117,194,661,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,3,1/14/2019,1/20/2019,990,990,,8,28,0,56,92,0,0,146,146,238,752,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,4,1/21/2019,1/27/2019,1020,1020,,8,8,0,70,86,0,0,136,136,222,798,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,5,1/28/2019,2/3/2019,990,990,,8,6,0,56,70,0,0,136,136,206,774,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,6,2/4/2019,2/10/2019,765,765,,5,6,0,38,49,0,0,106,106,155,610,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,7,2/11/2019,2/17/2019,700,700,,7,7,0,40,54,0,0,71,71,125,575,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,8,2/18/2019,2/24/2019,697,697,,9,3,0,26,38,0,0,54,54,92,605,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,9,2/25/2019,3/3/2019,843,843,,10,7,0,26,43,0,0,61,61,104,739,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,10,3/4/2019,3/10/2019,800,800,,6,7,0,19,32,0,0,61,61,93,707,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,11,3/11/2019,3/17/2019,802,802,,12,7,0,31,50,0,0,87,87,137,665,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,12,3/18/2019,3/24/2019,743,743,,5,13,0,37,55,0,0,55,55,110,657,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,13,3/25/2019,3/31/2019,772,772,,11,1,0,36,48,0,0,43,43,91,681,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,14,4/1/2019,4/7/2019,622,622,,12,1,0,28,41,0,0,30,30,71,551,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,15,4/8/2019,4/14/2019,647,647,,10,4,0,29,43,0,0,42,42,85,562,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,16,4/15/2019,4/21/2019,623,623,,8,2,0,23,33,0,0,41,41,74,549,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,17,4/22/2019,4/28/2019,703,703,,10,3,0,18,31,0,0,26,26,57,646,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,18,4/29/2019,5/5/2019,709,709,,7,5,0,26,38,0,0,34,34,72,637,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,19,5/6/2019,5/12/2019,690,690,,11,2,0,48,61,0,0,24,24,85,605,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,20,5/13/2019,5/19/2019,778,778,,9,29,0,62,100,0,0,22,22,122,656,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,21,5/20/2019,5/26/2019,736,736,,8,10,0,124,142,0,0,10,10,152,584,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,22,5/27/2019,6/2/2019,659,659,,2,18,0,81,101,0,0,16,16,117,542,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,23,6/3/2019,6/9/2019,585,585,,2,14,0,74,90,0,0,11,11,101,484,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,24,6/10/2019,6/16/2019,661,661,,2,5,0,75,82,0,0,19,19,101,560,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,25,6/17/2019,6/23/2019,625,625,,4,3,0,55,62,0,0,9,9,71,554,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,26,6/24/2019,6/30/2019,479,479,,3,13,0,40,56,0,0,5,5,61,431,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,27,7/1/2019,7/7/2019,314,314,,3,9,0,31,43,0,0,4,4,47,276,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,28,7/8/2019,7/14/2019,357,357,,3,6,0,21,30,0,0,5,5,35,322,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,29,7/15/2019,7/21/2019,386,386,,3,14,0,9,26,0,0,4,4,30,356,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,30,7/22/2019,7/28/2019,348,348,,5,15,0,16,36,0,0,5,5,41,309,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,31,7/29/2019,8/4/2019,341,341,,3,10,0,18,31,0,0,6,6,37,304,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,32,8/5/2019,8/11/2019,396,396,,0,21,0,19,40,0,0,16,16,56,340,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,33,8/12/2019,8/18/2019,386,386,,3,6,0,41,50,0,0,18,18,68,318,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,34,8/19/2019,8/25/2019,479,479,,14,8,0,61,83,0,0,21,21,104,375,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,35,8/26/2019,9/1/2019,498,498,,19,25,0,53,97,0,0,13,13,110,388,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,36,9/2/2019,9/8/2019,761,761,,13,24,0,124,161,0,0,21,21,182,579,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,37,9/9/2019,9/15/2019,848,848,,8,44,0,155,207,0,0,20,20,227,621,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,38,9/16/2019,9/22/2019,814,814,,5,36,0,145,186,0,0,28,28,214,600,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,39,9/23/2019,9/29/2019,882,882,,4,48,0,181,233,0,0,17,17,250,632,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,40,9/30/2019,10/6/2019,990,990,,6,35,0,285,326,0,0,39,39,365,625,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,41,10/7/2019,10/13/2019,1112,1112,,13,47,0,280,340,0,0,59,59,399,713,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,42,10/14/2019,10/20/2019,1037,1037,,11,32,0,253,296,0,0,61,61,357,680,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,43,10/21/2019,10/27/2019,1161,1161,,7,61,0,251,319,0,0,76,76,395,766,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,44,10/28/2019,11/3/2019,1144,1144,,13,38,0,236,287,0,0,76,76,363,781,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,45,11/4/2019,11/10/2019,1284,1284,,11,19,0,219,249,0,0,87,87,336,948,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,46,11/11/2019,11/17/2019,1098,1098,,14,19,0,161,194,0,0,77,77,271,827,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,47,11/18/2019,11/24/2019,981,981,,10,10,0,123,143,0,0,73,73,216,775,Local Outbreak
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,48,11/25/2019,12/1/2019,999,999,,6,9,0,139,154,0,0,66,66,220,779,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,1184,1184,,6,18,0,109,133,0,0,120,120,253,931,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,1092,1092,,16,11,0,117,144,0,0,112,112,256,836,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,1038,1038,,8,10,0,84,102,0,0,74,74,176,862,Sporadic
Qatar,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,1079,1079,,23,9,0,141,173,0,0,97,97,270,809,Sporadic
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,1,12/31/2018,1/6/2019,294,289,,17,,,20,37,,,6,6,43,251,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,2,1/7/2019,1/13/2019,263,262,,10,,,18,28,,,6,6,34,229,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,3,1/14/2019,1/20/2019,289,275,,26,,,12,38,,,5,5,43,246,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,4,1/21/2019,1/27/2019,277,269,,23,,,15,38,,,6,6,44,233,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,5,1/28/2019,2/3/2019,315,306,,20,,,24,44,,,7,7,51,264,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,6,2/4/2019,2/10/2019,365,356,,24,,,12,36,,,15,15,51,314,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,7,2/11/2019,2/17/2019,332,349,,22,,,13,35,,,15,15,50,282,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,8,2/18/2019,2/24/2019,335,321,,20,,,21,41,,,16,16,57,278,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,9,2/25/2019,3/3/2019,395,375,,26,,,19,45,,,17,17,62,333,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,10,3/4/2019,3/10/2019,332,324,,20,,,16,36,,,18,18,54,278,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,11,3/11/2019,3/17/2019,351,337,,23,,,17,40,,,24,24,64,287,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,12,3/18/2019,3/24/2019,333,333,,23,,,12,35,,,25,25,60,274,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,13,3/25/2019,3/31/2019,304,295,,24,,,18,42,,,23,23,65,239,No Report
Saudi Arabia,Eastern Mediterranean Region of WHO,Western Asia,2019,14,4/1/2019,4/7/2019,295,287,,17,,,16,33,,,18,18,51,244,No Report
