,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
1629,050017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,SACRAMENTO,(916) 453-4453,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Better than the National Benchmark,0.988,,07/01/2018,06/30/2019,POINT (-121.452482 38.569385)
1630,013301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,(251) 415-1000,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,1.046,,07/01/2018,06/30/2019,POINT (-88.076883 30.696082)
1631,040027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,BAXTER,(870) 508-1000,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,No Different than National Benchmark,129,,07/01/2018,06/30/2019,POINT (-92.395905 36.343067)
1632,041311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,(870) 845-4400,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-93.880772 33.950926)
1633,050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,1.200,,07/01/2018,06/30/2019,POINT (-118.325371 34.096192)
1634,050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-122.475344 38.54196)
1635,041322,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,(870) 895-2691,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-91.811203 36.383359)
1636,050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,(714) 993-2000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.842096 33.886612)
1637,050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 845-1121,Clostridium Difficile (C.Diff),HAI_6_SIR,No Different than National Benchmark,0.232,,07/01/2018,06/30/2019,
1638,011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,(256) 356-9532,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-88.146934 34.457425)
1639,010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 344-9630,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,7,,07/01/2018,06/30/2019,POINT (-88.131719 30.685946)
1640,031309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,(928) 755-4541,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,Not Available,5,07/01/2018,06/30/2019,
1641,041320,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,(870) 898-5011,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-94.135025 33.669572)
1642,050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,(916) 781-1000,MRSA Bacteremia: Patient Days,HAI_5_DOPC,No Different than National Benchmark,85870,,07/01/2018,06/30/2019,
1643,030093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,(623) 524-4000,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,No Different than National Benchmark,0.216,,07/01/2018,06/30/2019,POINT (-112.371939 33.658307)
1644,050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,(760) 922-4115,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-114.595479 33.61245)
1645,010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,(256) 233-9292,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,17.058,,07/01/2018,06/30/2019,POINT (-86.977803 34.803499)
1646,050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-121.047264 39.228949)
1647,050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,(805) 497-2727,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,No Different than National Benchmark,1.116,,07/01/2018,06/30/2019,POINT (-118.882624 34.206398)
1648,041308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,(870) 222-5600,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-91.393066 33.618285)
1649,02013F,673rd Medical Group (Joint Base Elmendorf-Richardson),673 MDG 5955 Zeamer Ave,JBER,AK,99506,ANCHORAGE,(907) 384-1110,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,
1650,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 543-6222,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Better than the National Benchmark,7,,07/01/2018,06/30/2019,POINT (-117.165914 32.753717)
1651,050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Better than the National Benchmark,0.936,,07/01/2018,06/30/2019,
1652,010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,(251) 949-3400,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-87.683187 30.426109)
1653,050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,No Different than National Benchmark,2.748,,07/01/2018,06/30/2019,POINT (-118.203834 33.931016)
1654,050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,(951) 737-4343,MRSA Bacteremia: Patient Days,HAI_5_DOPC,No Different than National Benchmark,29282,,07/01/2018,06/30/2019,POINT (-117.566768 33.873327)
1655,010018,CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD, SUITE 500",BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8100,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-86.802401 33.503137)
1656,040007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,(501) 552-3000,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,No Different than National Benchmark,0.303,,07/01/2018,06/30/2019,
1657,041302,DARDANELLE HOSPITAL,200 NORTH THIRD STREET,DARDANELLE,AR,72834,YELL,(479) 229-4677,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-93.156987 35.220917)
1658,011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,(251) 847-2223,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-88.235291 31.460296)
1659,010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,(205) 387-4000,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.612,,07/01/2018,06/30/2019,POINT (-87.236879 33.841142)
1660,010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,(205) 783-3800,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Better than the National Benchmark,0.563,,07/01/2018,06/30/2019,POINT (-86.846016 33.499133)
1661,030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,(928) 537-6399,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,0.695,,07/01/2018,06/30/2019,POINT (-110.01839 34.201967)
1662,021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,KENAI PENINSULA,(907) 235-8101,Clostridium Difficile (C.Diff),HAI_6_SIR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-151.550296 59.652133)
1663,040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-94.509658 36.190377)
1664,010120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,36460,MONROE,(251) 575-3111,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-87.319411 31.497839)
1665,050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,(209) 468-6000,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Worse than the National Benchmark,2.127,,07/01/2018,06/30/2019,POINT (-121.282061 37.886492)
1666,050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,10.363,,07/01/2018,06/30/2019,POINT (-115.552723 32.959947)
1667,050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,1,,07/01/2018,06/30/2019,POINT (-122.454495 37.77384)
1668,040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,INDEPENDENCE,(870) 262-1200,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-91.634721 35.769572)
1669,030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,(928) 348-4000,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-109.732994 32.821883)
1670,050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,(925) 295-4000,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.057943 37.891512)
1671,050238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,(626) 445-4441,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,No Different than National Benchmark,0.206,,07/01/2018,06/30/2019,POINT (-118.042446 34.134862)
1672,050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Better than the National Benchmark,0.974,,07/01/2018,06/30/2019,POINT (-121.145833 38.671125)
1673,050236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,3.508,,07/01/2018,06/30/2019,POINT (-118.74396 34.288837)
1674,05020F,NH Camp Pendleton,200 Mercy Circle,Camp Pendleton,CA,92055,SAN DIEGO,(760) 725-1288,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.164,,07/01/2018,06/30/2019,POINT (-117.389926 33.221373)
1675,030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,(480) 543-2000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,2,,07/01/2018,06/30/2019,POINT (-111.719634 33.384225)
1676,040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CILOWER,No Different than National Benchmark,0.032,,07/01/2018,06/30/2019,POINT (-94.509658 36.190377)
1677,021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,BARROW,AK,99723,NORTH SLOPE BOROUH,(907) 852-4611,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-156.72732 71.298135)
1678,050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,(760) 323-6511,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,8,,07/01/2018,06/30/2019,POINT (-116.545598 33.838861)
1679,013300,THE CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,(205) 939-9100,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,Not Available,19,07/01/2018,06/30/2019,POINT (-86.805381 33.503222)
1680,050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,(510) 437-4800,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Worse than the National Benchmark,22,,07/01/2018,06/30/2019,POINT (-122.231199 37.799234)
1681,050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,1.168,,07/01/2018,06/30/2019,POINT (-121.931888 37.313702)
1682,050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,No Different than National Benchmark,1.604,,07/01/2018,06/30/2019,POINT (-119.018857 35.383056)
1683,050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,(925) 295-4000,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,No Different than National Benchmark,2.471,,07/01/2018,06/30/2019,POINT (-122.057943 37.891512)
1684,050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,(916) 537-5000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Better than the National Benchmark,19.017,,07/01/2018,06/30/2019,POINT (-121.312964 38.668048)
1685,050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,5,,07/01/2018,06/30/2019,POINT (-122.253541 37.76323)
1686,050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,SAN DIEGO,(619) 465-0711,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.009178 32.779435)
1687,050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,LOS ANGELES,(310) 222-2101,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,0.921,,07/01/2018,06/30/2019,POINT (-118.294546 33.831583)
1688,050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 600-6000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Better than the National Benchmark,12439,,07/01/2018,06/30/2019,POINT (-122.421544 37.786152)
1689,050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,55.833,,07/01/2018,06/30/2019,POINT (-118.34375 33.812644)
1690,010039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,(256) 265-1000,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,7.215,,07/01/2018,06/30/2019,POINT (-86.581547 34.721226)
1691,050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 353-6000,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Better than the National Benchmark,0.759,,07/01/2018,06/30/2019,POINT (-122.417112 37.789561)
1692,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Better than the National Benchmark,0.797,,07/01/2018,06/30/2019,POINT (-118.380122 34.075496)
1693,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,0,,07/01/2018,06/30/2019,POINT (-117.167947 32.694257)
1694,050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,MRSA Bacteremia: Patient Days,HAI_5_DOPC,No Different than National Benchmark,49245,,07/01/2018,06/30/2019,POINT (-121.542106 39.504535)
1695,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4100,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,No Different than National Benchmark,4855,,07/01/2018,06/30/2019,POINT (-118.628598 34.202931)
1696,041308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,DESHA,(870) 222-5600,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-91.393066 33.618285)
1697,010056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,(205) 939-7000,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,0.987,,07/01/2018,06/30/2019,POINT (-86.788755 33.508015)
1698,030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,85224,MARICOPA,(480) 603-9000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.127,,07/01/2018,06/30/2019,POINT (-111.891133 33.33484)
1699,050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,(760) 922-4115,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-114.595479 33.61245)
1700,040069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,(870) 838-7300,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,1,,07/01/2018,06/30/2019,POINT (-89.918929 35.943011)
1701,010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-86.64586 31.82945)
1702,031308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,PINAL,(520) 562-3321,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-111.75908 33.074122)
1703,010087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,(251) 471-7110,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Better than the National Benchmark,57215,,07/01/2018,06/30/2019,POINT (-88.099441 30.708121)
1704,010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-86.64586 31.82945)
1705,050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,(530) 756-6440,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,12,,07/01/2018,06/30/2019,POINT (-121.772522 38.562923)
1706,010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,(334) 361-4267,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,5,,07/01/2018,06/30/2019,POINT (-86.450936 32.464423)
1707,050067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,STANISLAUS,(209) 847-3011,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,4,,07/01/2018,06/30/2019,POINT (-120.860363 37.758098)
1708,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.759,,07/01/2018,06/30/2019,POINT (-117.167947 32.694257)
1709,021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,BARROW,AK,99723,NORTH SLOPE BOROUH,(907) 852-4611,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-156.72732 71.298135)
1710,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,(928) 788-2273,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.369,,07/01/2018,06/30/2019,POINT (-114.597954 35.002363)
1711,050013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,NAPA,(707) 963-3611,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,6.157,,07/01/2018,06/30/2019,POINT (-122.475344 38.54196)
1712,050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,No Different than National Benchmark,0.688,,07/01/2018,06/30/2019,POINT (-117.261122 34.049482)
1713,030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,(480) 323-3000,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,1.444,,07/01/2018,06/30/2019,POINT (-111.886032 33.582467)
1714,040152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 571-7002,Clostridium Difficile (C.Diff),HAI_6_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-94.13373 36.12133)
1715,031304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,COCONINO,(928) 645-2424,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-111.463186 36.91696)
1716,050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,Clostridium Difficile (C.Diff),HAI_6_SIR,Better than the National Benchmark,0.478,,07/01/2018,06/30/2019,POINT (-122.406608 37.756171)
1717,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,MRSA Bacteremia: Patient Days,HAI_5_DOPC,No Different than National Benchmark,149267,,07/01/2018,06/30/2019,POINT (-118.445411 34.063939)
