row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex
649,3rd,0,"Assaf, Mr Gerios",,Cherbourg,"Ottawa, ON",,,,male
801,3rd,0,"Flynn, Mr James",,Queenstown,,,,,male
886,3rd,0,"Johannesen-Bratthammer, Mr Bernt",,,,,,,male
929,3rd,0,"Kiernan, Mr John",,,,,,,male
971,3rd,0,"Ling, Mr Lee",,,,,,,male
265,1st,0,"Thorne, Mr George (alias of: Mr George Rosenshine)",46,Cherbourg,"New York, NY",,,,male
875,3rd,0,"Ilieff, Mr Ylio",,,,,,,male
351,2nd,1,"Bryhl, Miss Dagmar",20,Southampton,"Skara, Sweden / Rockford, IL",,,12,female
863,3rd,0,"Hendekovic, Mr Ignaz",,,,,,,male
707,3rd,0,"Carlsson, Mr Carl Robert",24,Southampton,"Goteborg, Sweden Huntley, IL",,,,male
526,2nd,0,"Parker, Mr Clifford R.",28,Southampton,"St Andrews, Guernsey",,,,male
1308,3rd,0,"Zabour, Miss Tamini",,,,,,,female
614,3rd,0,"Ahmed, Mr Ali",24,Southampton,,,,,male
448,2nd,0,"Hodges, Mr Henry Price",52,Southampton,Southampton,,,-149,male
650,3rd,1,"Assaf, Mrs Mariana",45,Cherbourg,"Ottawa, ON",,,C,female
1185,3rd,0,"Samaan, Mr Elias",,,,,,,male
468,2nd,1,"Keane, Miss Nora A.",,Queenstown,"Harrisburg, PA",E-101,,10,female
440,2nd,0,"Hickman, Mr Leonard Mark",34,Southampton,"West Hampstead, London / Neepawa, MB",,,-256,male
706,3rd,0,"Caram (Kareem), Mrs Joseph (Maria Elias)",,Cherbourg,"Ottawa, ON",,,,female
545,2nd,1,"Richards, Master George Sidney",0.8333,Southampton,"Cornwall / Akron, OH",,,4,male
1191,3rd,0,"Sather, Simon Sivertsen",,,,,,,male
1177,3rd,0,"Sage, Mr John",,,,,,,male
282,1st,0,"Widener, Mr Harry Elkins",27,Cherbourg,"Elkins Park, PA",,,,male
350,2nd,1,"Brown, Mrs Thomas William Solomon (Elizabeth C.)",40,Southampton,"Cape Town, South Africa / Seattle, WA",,,14,female
1050,3rd,0,"Nackid, Mrs Said",,,,,,,female
89,1st,0,"Douglas, Mr Walter Donald",50,Cherbourg,"Deephaven, MN / Cedar Rapids, IA",,,-62,male
9,1st,1,"Appleton, Mrs Edward Dale (Charlotte Lamson)",58,Southampton,"Bayside, Queens, NY",C-101,,2,female
39,1st,1,"Bucknell, Mrs William Robert (Emma Eliza Ward)",60,Cherbourg,"Philadelphia, PA",,,8,female
366,2nd,0,"Chapman, Mr John Henry",30,Southampton,"Cornwall / Spokane, WA",,,-17,male
652,3rd,0,"Attalah, Miss Malaka",17,Cherbourg,,,,,female
94,1st,1,"Earnshaw, Mrs Boulton (Olive Potter)",23,Cherbourg,"Mt Airy, Philadelphia, PA",,,7,female
358,2nd,1,"Caldwell, Mrs Albert Francis (Sylvia Mae Harbaugh)",26,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,female
1205,3rd,0,"Sirayanian, Mr Arsun",,,,,,,male
715,3rd,0,"Celotti, Mr Francesco",24,Southampton,London,,,,male
501,2nd,1,"Mellenger, Mrs Elizabeth Anne",41,Southampton,"England / Bennington, VT",,,14/12,female
1285,3rd,0,"Vonk, Mr Jenko",,,,,,,male
757,3rd,0,"Davies, Mr John",21,Southampton,"West Bromwich, England Pontiac, MI",,,,male
1008,3rd,0,"McGowan, Miss Katherine",,,,,,,female
1272,3rd,0,"Van der Planke, Mrs Jules",,,,,,,female
314,1st,1,"Maloney, Ms",,Southampton,,,,8,female
1195,3rd,0,"Sdycoff, Mr Todor",,,,,,,male
24,1st,1,"Bishop, Mrs Dickinson H. (Helen Walton)",19,Cherbourg,"Dowagiac, MI",B-49,,7,female
1029,3rd,1,"Moran, Miss Bertha",,,,,,,female
1238,3rd,0,"Sutehall, Mr Henry, Jr",,,,,,,male
1002,3rd,0,"McCoy, Miss Alice",,,,,,,female
1182,3rd,0,"Salander, Mr Karl Johan",,,,,,,male
741,3rd,0,"Crease, Mr Ernest James",19,Southampton,"Bristol, England Cleveland, OH",,,,male
1244,3rd,0,"Theobald, Mr Thomas Leonard",,,,,,,male
27,1st,1,"Blank, Mr Henry",39,Cherbourg,"Glen Ridge, NJ",A-31,,7,male
40,1st,0,"Butt, Major Archibald Willingham",45,Southampton,"Washington, DC",,,,male
246,1st,1,"Staehlin, Dr Max",32,Cherbourg,"Basel, Switzerland",,,3,male
56,1st,0,"Chaffee, Mr Herbert Fuller",46,Southampton,"Amenia, ND",,,,male
1282,3rd,0,"Vendel, Mr Olof Wdvin",,,,,,,male
942,3rd,0,"Lahowd, Mr Sarkis",,,,,,,male
591,2nd,0,"Wheadon, Mr Edward",,Southampton,"Guernsey, England / Edgewood, RI",,,,male
294,1st,1,"Bissetti, Ms Amelia",,Cherbourg,,C-99,,,female
540,2nd,0,"Reeves, Mr David",36,Southampton,"Brighton, Sussex",,,,male
312,1st,1,"LeRoy, Miss Berthe",,Cherbourg,,,,2,female
1312,3rd,0,"Zievens, Rene",,,,,,,female
768,3rd,1,"De Mulder, Mr Theo",30,Southampton,"Belgium Detroit, MI",,,,male
1201,3rd,0,"Shellard, Mr Frederick B.",,,,,,,male
2,1st,0,"Allison, Miss Helen Loraine",2,Southampton,"Montreal, PQ / Chesterville, ON",C26,,,female
432,2nd,0,"Hart, Mr Benjamin",43,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,,male
581,2nd,1,"Webber, Miss Susan",36,Southampton,"England / Hartford, CT",E-101,,,female
158,1st,1,"Kimball, Mrs Edwin Nelson Jr. (Gertrude Parsons)",40,Southampton,"Boston, MA",,,5,female
90,1st,1,"Douglas, Mrs Walter Donald (Mahala Dutton)",48,Cherbourg,"Deephaven, MN / Cedar Rapids, IA",,,2,female
1085,3rd,0,"O'Keefe, Mr Patrick",,,,,,,male
800,3rd,0,"Fischer, Mr Eberhard Telander",,Southampton,,,,,male
293,1st,1,"Bird, Ms Ellen",,Southampton,,C-97,17483,,female
1038,3rd,0,"Moss, Albert Johan",,,,,,,male
231,1st,1,"Silvey, Mrs William Baird (Alice Munger)",39,,"Duluth, MN",,,,female
997,3rd,1,"Masselmany, Mrs Fatima",,,,,,,female
1088,3rd,0,"Olsen, Mr Charlie (Carl)",,,,,,,male
390,2nd,1,"del Carlo, Mrs Sebastiano (Argenia Genovese)",22,Cherbourg,"Lucca, Italy / California",,,,female
933,3rd,0,"Kink, Mrs Anton (Louise Heilmann)",,,,,,,female
724,3rd,0,"Colbert, Mr Patrick",24,Queenstown,"Co Limerick, Ireland Sherbrooke, PQ",,,,male
718,3rd,0,"Chip, Mr Chang",32,Southampton,"Hong Kong New York, NY",,,,male
1140,3rd,0,"Radeff, Mr Alexander",,,,,,,male
705,3rd,0,"Caram (Kareem), Mr Joseph",,Cherbourg,"Ottawa, ON",,,,male
179,1st,1,"Meyer, Mrs Edgar Joseph (Leila Saks)",,Cherbourg,"New York, NY",,,6,female
552,2nd,0,"Sharp, Mr Percival",,Southampton,"Hornsey, England",,,,male
122,1st,0,"Graham, Mr George Edward",38,Southampton,"Winnipeg, MB",,,-147,male
784,3rd,1,"Duquemin, Mr Joseph",24,Southampton,"England Albion, NY",,,D,male
748,3rd,1,"Daly, Mr Eugene",29,Queenstown,"Co Athlone, Ireland New York, NY",,,B,male
336,2nd,1,"Beane, Mrs Edward (Ethel Clarke)",19,Southampton,"Norwich / New York, NY",,,,female
1175,3rd,0,"Sage, Mr Frederick",,,,,,,male
340,2nd,1,"Becker, Master Richard F.",1,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,male
170,1st,1,"Madill, Miss Georgette Alexandra",15,Southampton,"St Louis, MO",B-5,24160 L221,2,female
1234,3rd,0,"Strom, Mrs Wilhelm",,,,,,,female
433,2nd,1,"Hart, Mrs Benjamin (Esther)",45,Southampton,"Ilford, Essex / Winnipeg, MB",,13529 L26 5s,14,female
1162,3rd,1,"Roth, Miss Sarah",,,,,,,female
837,3rd,0,"Gustafsson, Mr Anders Vilhelm",37,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male
756,3rd,0,"Davies, Mr Evan",22,Southampton,,,,,male
271,1st,0,"Warren, Mr Frank Manley",64,Cherbourg,"Portland, OR",,,,male
120,1st,0,"Goldschmidt, Mr George B.",71,Cherbourg,"New York, NY",,,,male
1208,3rd,1,"Sjoblom, Miss Anna Sofia",,,,,,,female
960,3rd,0,"Lemberopolous, Mr Peter L.",,,,,,,male
236,1st,0,"Smith, Mr Lucien Philip",24,Southampton,"Huntington, WV",,,,male
574,2nd,1,"Walcroft, Miss Nellie",35,Southampton,"Mamaroneck, NY",,,,female
331,2nd,0,"Baimbrigge, Mr Charles R.",23,Southampton,Guernsey,,,,male
843,3rd,0,"Hagland, Mr Konrad Mathias Reiersen",,,,,,,male
491,2nd,1,"Mallet, Mrs Albert (Antoinette)",,Cherbourg,"Paris / Montreal, PQ",,,,female
1106,3rd,0,"Panula, Master William",,,,,,,male
520,2nd,1,"Nye, Mrs Elizabeth Ramell",29,Southampton,"Folkstone, Kent / New York, NY",F-33,,11,female
805,3rd,1,"Foo, Mr Choong",,Southampton,"Hong Kong New York, NY",,,,male
283,1st,1,"Willard, Miss Constance",20,Southampton,"Duluth, MN",,,,female
25,1st,1,"Bjornstrm-Steffansson, Mr Mauritz Hakan",28,Southampton,"Stockholm, Sweden / Washington, DC",, ,D,male
1290,3rd,1,"Wennerstrom, Mr August Edvard",,,,,,,male
597,2nd,1,"Wright, Miss Marion",26,Southampton,"Yoevil, England / Cottage Grove, OR",,,9,female
1269,3rd,0,"Van Billiard, Master Walter John",,,,,,,male
28,1st,1,"Bonnell, Miss Caroline",30,Southampton,"Youngstown, OH",C-7,,8,female
327,2nd,0,"Angle, Mr William A.",34,Southampton,"Warwick, England",,,,male
307,1st,0,"Harrison, Mr William 	Henry",40,Southampton,,,112059,-110,male
822,3rd,1,"Goldsmith, Master Frank John William",9,Southampton,"Strood, Kent, England Detroit, MI",,,C,male
1040,3rd,0,"Moutal, Mr Rahamin",,,,,,,male
74,1st,1,"Crosby, Mrs Edward Gifford (Catherine Elizabeth Halstead)",69,Southampton,"Milwaukee, WI",,,5,female
370,2nd,0,"Clarke, Mr Charles V.",29,Southampton,"England / San Francisco, CA",,,,male
1058,3rd,0,"Nankoff, Mr Minko",,,,,,,male
132,1st,0,"Harris, Mr Henry Birkhardt",45,Southampton,"New York, NY",C-83,36973 L83 9s 6d,,male
876,3rd,0,"Ilmakangas, Miss Ida Livija",,,,,,,female
1103,3rd,0,"Panula, Master Juha Niilo",,,,,,,male
407,2nd,0,"Fox, Mr Stanley H.",38,Southampton,"Rochester, NY",,229236 L13,-236,male
485,2nd,0,"Lingan, Mr John",,Queenstown,,,,,male
923,3rd,0,"Kelly, Mr James",,,,,,,male
556,2nd,1,"Siukonnen, Miss Anna",30,Southampton,"Finland / Washington, DC",,,,female
582,2nd,0,"Weisz, Mr Leopold",28,Southampton,"Bromsgrove, England / Montreal, PQ",,,-293,male
1200,3rd,1,"Sheerlinck, Mr Jean",,,,,,,male
326,2nd,0,"Andrew, Mr Frank",,Southampton,"Cornwall, England Houghton, MI",,,,male
302,1st,1,"Francatelli, Ms Laura Mabel",,Cherbourg,,,17485,,female
1176,3rd,0,"Sage, Mr George",,,,,,,male
633,3rd,0,"Andersson, Miss Sigrid Elizabeth",11,Southampton,"Sweden Winnipeg, MN",,,,female
666,3rd,0,"Barbara, Mrs Catherine",45,Cherbourg,"Syria Ottawa, ON",,,,female
404,2nd,0,"Faunthorpe, Mr Harry",,Southampton,"England / Philadelphia, PA",,,-286,male
1286,3rd,0,"Ware, Mr Frederick",,,,,,,male
1252,3rd,1,"Thorneycroft, Mrs Percival",,,,,,,female
258,1st,1,"Taussig, Mrs Emil (Tillie Mandelbaum)",39,Southampton,"New York, NY",,,8,female
873,3rd,0,"Humblin, Mr Adolf Mathias Nicolai Olsen",,,,,,,male
657,3rd,1,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",33,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,female
1295,3rd,0,"Willer, Mr Aaron",,,,,,,male
321,1st,0,"Ward, Ms Anna",,Cherbourg,,,,,female
903,3rd,0,"Jonkoff, Mr Lazor",,,,,,,male
1159,3rd,0,"Rosblom, Mrs Viktor",,,,,,,female
811,3rd,0,"Ford, Mr Neil Watson",16,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,male
692,3rd,0,"Brocklebank, Mr William Alfred",35,Southampton,"Broomfield, Chelmsford, England",,,,male
717,3rd,0,"Chebab, Mr Emir Farres",,Cherbourg,,,,,male
579,2nd,1,"Watt, Miss Bertha",12,Southampton,"Aberdeen / Portland, OR",,,9,female
1259,3rd,1,"Tornquist, Mr William Henry",,,,,,,male
324,2nd,1,"Abelson, Mrs Samuel (Anna)",28,Cherbourg,"Russia New York, NY",,,12,female
578,2nd,0,"Watson, Mr Ennis Hastings",,Southampton,Belfast,,,,male
11,1st,0,"Astor, Colonel John Jacob",47,Cherbourg,"New York, NY",,17754 L224 10s 6d,-124,male
278,1st,1,"Wick, Mrs George Dennick (Martha Hitchcock)",45,Southampton,"Youngstown, OH",,,8,female
311,1st,1,"Kenchen, Ms Amelia",,Southampton,,,,2,female
1299,3rd,0,"Windelov, Mr Einar",,,,,,,male
443,2nd,0,"Hiltunen, Miss Marta",18,Southampton,"Kontiolahti, Finland / Detroit, MI",,,,female
1089,3rd,0,"Olsen, Mr Henry Margido",,,,,,,male
977,3rd,1,"Lulich, Mr Nicola",,,,,,,male
1222,3rd,0,"Somerton, Mr Francis William",,,,,,,male
677,3rd,0,"Bostandyeff, Mr Guentcho",26,Southampton,"Bulgaria Chicago, IL",,,,male
662,3rd,1,"Badman, Miss Emily Louisa",18,Southampton,"London Skanteales, NY",,,,female
853,3rd,0,"Hart, Mr Henry",,,,,,,male
1143,3rd,0,"Reynolds, Mr Harold",,,,,,,male
323,2nd,0,"Abelson, Mr Samuel",30,Cherbourg,"Russia New York, NY",,,,male
1153,3rd,0,"Risien, Mr Samuel",,,,,,,male
1062,3rd,0,"Nemaugh, Mr Robert",,,,,,,male
817,3rd,0,"Gilinski, Mr Leslie",22,Southampton,,,,,male
651,3rd,0,"Assam, Mr Ali",23,Southampton,,,,,male
359,2nd,1,"Caldwell, Master Alden Gates",0.8333,Southampton,"Bangkok, Thailand / Roseville, IL",,,13,male
362,2nd,0,"Carbines, Mr William",19,Southampton,"St Ives, Cornwall / Calumet, MI",,,-18,male
332,2nd,1,"Balls, Mrs Ada E. Hall",36,Southampton,"Bristol, Avon / Jacksonville, FL",,,,female
382,2nd,0,"Cunningham, Mr Alfred Fleming",,,Belfast,,,,male
1171,3rd,0,"Sage, Miss Ada",,,,,,,female
1122,3rd,0,"Peduzzi, Mr Joseph",,,,,,,male
1090,3rd,0,"Olsen, Mr Ole M.",,,,,,,male
690,3rd,0,"Braund, Mr Owen Harris",22,Southampton,"Bridgerule, Devon",,,,male
538,2nd,1,"Quick, Miss Phyllis May",2,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female
1287,3rd,0,"Warren, Mr Charles William",,,,,,,male
209,1st,1,"Robert, Mrs Edward Scott (Elisabeth Walton McMillan)",43,Southampton,"St Louis, MO",B-3,24160 L221,2,female
722,3rd,0,"Coelho, Mr Domingos Fernandes",20,Southampton,Portugal,,,,male
197,1st,0,"Parr, Mr William Henry Marsh",,,Belfast,,,,male
1067,3rd,0,"Niklasson, Mr Samuel",,,,,,,male
1022,3rd,0,"Mirko, Mr Dika",,,,,,,male
308,1st,0,"Hassah, Mr Hamad",,Cherbourg,,,,,male
609,3rd,1,"Abraham, Mrs Joseph (Sophie Easu)",18,Cherbourg,"Greensburg, PA",,,,female
232,1st,1,"Simonius-Blumer, Col Alfons",56,,"Basel, Switzerland",,,3,male
91,1st,1,"Duff Gordon, Sir Cosmo Edmund",49,Cherbourg,London / Paris,,11755 L39 12s,1,male
476,2nd,1,"Lemore, Mrs Amelia",34,Southampton,"Chicago, IL",F-33,,14/D,female
615,3rd,0,"Aijo-Nirva, Mr Isak",41,Southampton,"Finland Sudbury, ON",,,,male
1142,3rd,0,"Reed, Mr James George",,,,,,,male
988,3rd,0,"Makinen, Mr Kalle Edvard",,,,,,,male
887,3rd,0,"Johanson, Mr Jakob Alfred",,,,,,,male
1052,3rd,0,"Naidenoff, Mr Penko",,,,,,,male
1044,3rd,0,"Murphy, Miss Katherine",,,,,,,female
669,3rd,0,Barton Mr David,22,Southampton,"England New York, NY",,,,male
836,3rd,0,"Gustafsson, Mr Alfred Ossian",20,Southampton,"Waukegan, Chicago, IL",,,,male
76,1st,0,"Cumings, Mr John Bradley",39,Cherbourg,"New York, NY",C-85,,,male
453,2nd,0,"Howard, Mr Benjamin",,Southampton,"Swindon, England",,,,male
945,3rd,1,"Lam, Mr Ali",,,,,,,male
66,1st,0,"Clifford, Mr George Quincy",,Southampton,"Stoughton, MA",,,,male
1257,3rd,0,"Tomlin, Mr Ernest Portage",,,,,,,male
1078,3rd,1,"O'Brien, Mrs Thomas",,,,,,,female
87,1st,1,"Dodge, Master Washington",4,Southampton,"San Francisco, CA",,,7-May,male
838,3rd,0,"Gustafsson, Mr Johan Birger",28,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male
1231,3rd,0,"Strandberg, Miss Ida Sofia",,,,,,,female
673,3rd,0,"Betros, Mr Tannous",20,Cherbourg,Syria,,,,male
530,2nd,0,"Peruschitz, Rev. Joseph M.",40,Southampton,,,,,male
848,3rd,1,"Hansen, Mrs Claus Peter",,,,,,,female
402,2nd,0,"Enander, Mr Ingvar",21,Southampton,"Goteborg, Sweden / Rockford, IL",,,,male
1246,3rd,0,"Thomas, Master Assad Alexander",,,,,,,male
995,3rd,0,"Markim, Mr Johann",,,,,,,male
798,3rd,0,"Farrell, Mr James",,Queenstown,"Aughnacliff, Co Longford, Ireland New York, NY",,,,male
874,3rd,1,"Hyman, Mr Abraham",,,,,,,male
275,1st,0,"White, Mr Percival Wayland",54,Southampton,"Brunswick, ME",,,,male
426,2nd,1,"Hamalainen, Master Viljo",1,Southampton,"Detroit, MI",,,,male
1053,3rd,0,"Nancarrow, W. H.",,,,,,,male
412,2nd,0,"Gale, Mr Shadrach",38,Southampton,"Cornwall / Clear Creek, CO",,,,male
521,2nd,0,"Otter, Mr Richard",39,Southampton,"Middleburg Heights, OH",,,,male
1203,3rd,0,"Shorney, Mr Charles",,,,,,,male
305,1st,0,"Giglio, Mr Victor",,Cherbourg,,B-86,17593,,male
1015,3rd,0,"Melkebuk, Mrs Philemon",,,,,,,female
961,3rd,0,"Lemom, Mr Denis",,,,,,,male
272,1st,1,"Warren, Mrs Frank Manley (Anna S. Atkinson)",60,Cherbourg,"Portland, OR",,,5,female
1005,3rd,0,"McElroy, Mr Michael",,,,,,,male
188,1st,0,"Newell, Mr Arthur Webster",58,Cherbourg,"Lexington, MA",,,-122,male
256,1st,1,"Swift, Mrs Frederick Joel (Margaret Welles Barron)",46,Southampton,"Brooklyn, NY",,,8,female
247,1st,0,"Stead, Mr William Thomas",62,Southampton,"Wimbledon Park, London / Hayling Island, Hants",C-89,,,male
668,3rd,0,"Barry, Miss Julia",27,Queenstown,"New York, NY",,,,female
1209,3rd,0,"Sholt, Mr Peter Andreas Lauritz Andersen",,,,,,,male
128,1st,1,"Harder, Mr George Achilles",25,Cherbourg,"Brooklyn, NY",,,5,male
442,2nd,0,"Hickman, Mr Stanley George",21,Southampton,"West Hampstead, London / Neepawa, MB",,,,male
364,2nd,0,"Carter, Mrs Ernest Courtenay (Lillian Hughes)",44,Southampton,London,,,,female
455,2nd,0,"Hunt, Mr George Henry",33,Southampton,"Philadelphia, PA",,,,male
632,3rd,0,"Andersson, Mr Johan Samuel",26,Southampton,"Hartford, CT",,,,male
696,3rd,0,"Burns, Miss Mary Delia",18,Queenstown,"Co Sligo, Ireland New York, NY",,,,female
1071,3rd,0,"Niskanen, Mr Johan",,,,,,,male
1077,3rd,0,"O'Brien, Mr Thomas",,,,,,,male
503,2nd,1,"Mellor, Mr William John",19,Southampton,"Chelsea, London",,,B,male
978,3rd,0,"Lundahl, Mr Johan",,,,,,,male
647,3rd,1,"Asplund, Mr John Charles",23,Southampton,"Oskarshamn, Sweden Minneapolis, MN",,,,male
281,1st,1,"Widener, Mrs George Dunton (Eleanor Elkins)",50,Cherbourg,"Elkins Park, PA",,,4,female
81,1st,1,"Davidson, Mrs Thornton (Orian Hays)",27,Southampton,"Montreal, PQ",,,3,female
680,3rd,0,"Boulos, Mrs Joseph (Sultana)",,Cherbourg,"Syria Kent, ON",,,,female
203,1st,1,"Penasco, Mrs Victor de Satode (Josefa de Soto)",17,Cherbourg,"Madrid, Spain",,,8,female
810,3rd,0,"Ford, Mrs Edward (Margaret Ann)",48,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female
1303,3rd,1,"Yalsevac, Mr Ivan",,,,,,,male
121,1st,1,"Gracie, Colonel Archibald IV",54,Southampton,"Washington, DC",C-51,113780 L28 10s,B,male
740,3rd,0,"Coxon, Mr Daniel",59,Southampton,"Merrill, WI",,,,male
166,1st,0,"Lingrey, Mr Edward",,,,,,,male
909,3rd,0,"Kallio, Mr Nikolai Erland",,,,,,,male
299,1st,1,"Endres, Miss Caroline Louise",,Cherbourg,"New York, NY",C-45,17754 L224 10s 6d,4,female
477,2nd,0,"LaRoche, Mr Joseph",26,Cherbourg,Paris / Haiti,,,,male
1099,3rd,1,"Osman, Miss Maria",,,,,,,female
1082,3rd,1,"Odahl, Mr Nils Martin",,,,,,,male
119,1st,1,"Goldenberg, Mrs Samuel L. (Edwiga Grabowsko)",,Cherbourg,"Paris, France / New York, NY",,,5,female
51,1st,1,"Carter, Master William T. II",11,Southampton,"Bryn Mawr, PA",,,4,male
298,1st,1,"Daniels, Ms Sarah",,Southampton,,C-22,,8,female
826,3rd,0,"Goodwin, Mrs Frederick (Augusta)",43,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female
849,3rd,0,"Hansen, Mr Henrik Juul",,,,,,,male
1160,3rd,0,"Rosblom, Miss Salli Helena",,,,,,,female
862,3rd,0,"Hemming, Miss Nora",,,,,,,female
415,2nd,0,"Gavey, Mr Lawrence",26,Southampton,"Guernsey / Elizabeth, NJ",,,,male
257,1st,0,"Taussig, Mr Emil",52,Southampton,"New York, NY",,,,male
338,2nd,1,"Becker, Mrs Allen Oliver (Nellie E. Baumgardner)",36,Southampton,"Guntur, India / Benton Harbour, MI",,230136 L39,11,female
771,3rd,0,"Dennis, Mr William",26,Southampton,,,,,male
475,2nd,0,"Lamb, Mr John James",,Queenstown,,,,,male
714,3rd,1,"Cassem, Mr Nassef Belmenly",,Cherbourg,"Syria Fredericksburg, VA",,,,male
313,1st,0,"Lesneur, Mr Gustave",,Cherbourg,,B-?,,,male
1262,3rd,0,"Touma (Thomas), Miss Hannah",,,,,,,female
664,3rd,0,"Balkic, Mr Cerin",26,Southampton,,,,,male
205,1st,0,"Porter, Mr Walter Chamberlain",46,Southampton,"Worcester, MA",,,-207,male
216,1st,0,"Rothschild, Mr Martin",55,Cherbourg,"New York, NY",,,,male
130,1st,1,"Harper, Mr Henry Sleeper",48,Cherbourg,"New York, NY",,,3,male
6,1st,1,"Anderson, Mr Harry",47,Southampton,"New York, NY",E-12,,3,male
830,3rd,0,"Goodwin, Miss Jessie A.",10,Southampton,"Wiltshire, England Niagara Falls, NY",,,,female
1060,3rd,0,"Nassr, Mr Saade Jean",,,,,,,male
1254,3rd,0,"Tobin, Mr Roger",,,,,,,male
208,1st,1,"Rheims, Mr George Lucien",,Cherbourg,"Paris /  New York, NY",,17604 L39 12s,A,male
295,1st,1,"Burns, Ms Elizabeth Margaret",,Cherbourg,,,,,female
891,3rd,0,"Johansson, Mr Nils",,,,,,,male
936,3rd,0,"Kink, Mr Vincenz",,,,,,,male
425,2nd,1,"Hamalainen, Mrs William (Anna)",23,Southampton,"Detroit, MI",,,,female
585,2nd,1,"Wells, Miss Joan",4,Southampton,"Cornwall / Akron, OH",,,,female
1227,3rd,1,"Stanley, Miss Amy Zilla Elsie",,,,,,,female
1110,3rd,0,"Paulsson, Mrs Nils",,,,,,,female
1250,3rd,0,"Thomson, Mr Alexander",,,,,,,male
897,3rd,0,"Johnson, Mrs Oscar W.",,,,,,,female
227,1st,1,"Seward, Mr Frederic Kimber",34,Southampton,"New York, NY",,,7,male
330,2nd,0,"Bailey, Mr Percy Andrew",18,Southampton,"Penzance, Cornwall / Akron, OH",,,,male
678,3rd,0,"Boulos, Master Akar",6,Cherbourg,"Syria Kent, ON",,,,male
106,1st,0,"Franklin, Mr Thomas Parham",,Southampton,"Westcliff-on-Sea, Essex",,,,male
766,3rd,1,"De Messemaeker, Mr William Joseph",36,Southampton,"Tampico, MT",,,15,male
605,3rd,0,"Abbott, Mr Rossmore Edward",16,Southampton,"East Providence, RI",,,-190,male
1251,3rd,0,"Thorneycroft, Mr Percival",,,,,,,male
1047,3rd,0,"Myhrman, Mr Pehr Fabian Oliver Malkolm",,,,,,,male
297,1st,1,"Cleaver, Ms Alice",,Southampton,,C22,,11,female
1296,3rd,0,"Willey, Mr Edward",,,,,,,male
266,1st,1,"Thorne, Mrs Gertrude Maybelle",,Cherbourg,"New York, NY",,,D,female
527,2nd,0,"Parkes, Mr Francis (Frank)",,,Belfast,,,,male
492,2nd,1,"Mallet, Master Andre",2,Cherbourg,"Paris / Montreal, PQ",,,,male
630,3rd,0,"Andersson, Miss Ida Augusta Margareta",38,Southampton,"Vadsbro, Sweden Ministee, MI",,,,female
869,3rd,0,"Holthen, Mr Johan Martin",,,,,,,male
1033,3rd,0,"Morrow, Mr Thomas Rowan",,,,,,,male
46,1st,0,"Carrau, Mr Francisco M.",,Southampton,"Montevideo, Uruguay",,,,male
554,2nd,1,"Silven, Miss Lyyli",18,Southampton,"Finland / Minneapolis, MN",,,,female
290,1st,1,"Barber, Ms ",,Southampton,,,,,female
17,1st,0,"Baxter, Mr Quigg Edmond",24,Cherbourg,"Montreal, PQ",B-58/60,,,male
790,3rd,0,"Ekstrom, Mr Johan",45,Southampton,"Effington Rut, SD",,,,male
787,3rd,0,"Econovic, Mr Joso",,Southampton,Austria-Hungary,,,,male
1242,3rd,0,"Tannous, Mr Thomas",,,,,,,male
360,2nd,1,"Cameron, Miss Clear",31,Southampton,"Mamaroneck, NY",,,,female
872,3rd,1,"Howard, Miss May",,,,,,,female
989,3rd,1,"Mamee, Mr Hanna",,,,,,,male
645,3rd,1,"Aspland, Master Edvin Rojj Felix",3,Southampton,"Sweden Worcester, MA",,,4,male
932,3rd,1,"Kink, Mr Anton",,,,,,,male
393,2nd,1,"Doling, Mrs Ada",32,Southampton,Southampton,,,,female
174,1st,1,"Marvin, Mrs Daniel Warner (Mary Graham Carmichael Farquarson)",,Southampton,"New York, NY",,,,female
688,3rd,0,"Brahim, Mr Youssef",,Cherbourg,,,,,male
799,3rd,1,"Finoli, Mr Luigi",,Southampton,"Italy Philadelphia, PA",,,,male
470,2nd,0,"Kirkland, Rev Charles Leonard",,Queenstown,"Glasgow / Bangor, ME",,,,male
457,2nd,0,Jacobsohn Mr Sidney Samuel,,Southampton,London,,,,male
431,2nd,0,"Harris, Mr Walter",,Southampton,"Walthamstow, England",,,,male
590,2nd,1,"West, Mrs Edwy Arthur (Ada Mary)",33,Southampton,"Bournmouth, England",,,,female
840,3rd,0,"Haas, Miss Aloisia",,,,,,,female
1148,3rd,0,"Rice, Master Eugene",,,,,,,male
600,2nd,1,"Brown, Miss Mildred",24,Southampton,"London / Montreal, PQ",F-33,,11,female
