row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex
383,2nd,0,"Davies, Mr Charles Henry",21,Southampton,"Lyndhurst, England",,,,male
950,3rd,0,"Larsson, Mr August Viktor",,,,,,,male
144,1st,0,"Holverson, Mr Alexander Oskar",42,Southampton,"New York, NY",,,-38,male
1150,3rd,0,"Riihiivouri, Miss Sanni",,,,,,,female
640,3rd,0,"Asim, Mr Adola",35,Southampton,,,,,male
1031,3rd,0,"Moran, Mr James",,,,,,,male
665,3rd,1,"Banoura, Miss Ayout",15,Cherbourg,"Syria Youngstown, OH",,,,female
871,3rd,0,"Horgan, Mr John",,,,,,,male
349,2nd,0,"Brown, Mr Thomas William Solomon",45,Southampton,"Cape Town, South Africa / Seattle, WA",,,,male
509,2nd,0,"Mudd, Mr Thomas C.",,Southampton,"Halesworth, England",,,,male
940,3rd,0,"Kraeff, Mr Theodor",,,,,,,male
403,2nd,0,"Fahlstrom, Mr Arne Jonas",19,Southampton,"Oslo, Norway Bayonne, NJ",,,,male
1199,3rd,0,"Shedid (Sitik), Mr Daher (Docart)",,,,,,,male
716,3rd,0,"Chartens, Mr David",21,Southampton,"Ireland New York, NY",,,,male
1265,3rd,0,"Turkula, Mrs Hedvig",,,,,,,female
164,1st,1,"Lines, Mrs Ernest H. (Elizabeth Lindsey James)",50,Cherbourg,"Paris, France",,,9,female
194,1st,0,"Ostby, Mr Engelhart Cornelius",64,Cherbourg,"Providence, RI",,,-234,male
730,3rd,1,"Connolly, Miss Kate",22,Queenstown,Ireland,,,,female
952,3rd,0,"Larsson-Rondberg, Mr Edvard",,,,,,,male
1207,3rd,0,"Sivola, Mr Antti",,,,,,,male
969,3rd,1,"Lindqvist, Eino William",,,,,,,male
135,1st,0,"Hays, Mr Charles Melville",55,Southampton,"Montreal, PQ",,,-307,male
786,3rd,1,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",22,Southampton,"West Haven, CT",,,,female
273,1st,0,"Weir, Col John",60,Southampton,"England Salt Lake City, Utah",,,,male
906,3rd,0,"Jussila, Miss Aina Maria",,,,,,,female
1108,3rd,0,"Paulner, Mr Uscher",,,,,,,male
1117,3rd,0,"Peacock, Miss Treasteall",,,,,,,female
684,3rd,0,"Bourke, Miss Mary",,Queenstown,"Ireland Chicago, IL",,,,female
438,2nd,1,"Herman, Mrs Samuel (Jane Laver)",48,Southampton,"Somerset / Bernardsville, NJ",,,9,female
1236,3rd,1,"Sunderland, Mr Victor Francis",,,,,,,male
489,2nd,0,"Malachard, Mr Noel",,Cherbourg,Paris,,,,male
65,1st,1,"Clark, Mrs Walter Miller (Virginia McDowell)",26,Cherbourg,"Los Angeles, CA",C-87,,4,female
88,1st,1,"Douglas, Mrs Frederick Charles (Suzette Baxter)",27,Cherbourg,"Montreal, PQ",,,6,female
386,2nd,1,"Davis, Miss Mary",28,Southampton,"London / Staten Island, NY",,,13,female
250,1st,1,"Stephenson, Mrs Walter Bertram (Martha Eustis)",52,,"Haverford, PA",,,4,female
583,2nd,1,"Weisz, Mrs Leopold (Mathilde)",32,Southampton,"Bromsgrove, England / Montreal, PQ",,,,female
392,2nd,0,"Dibden, Mr William",18,Southampton,"New Forest, England",,,,male
641,3rd,0,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",40,Southampton,"Sweden  Worcester, MA",,,-142,male
285,1st,0,"Williams, Mr Fletcher Lambert",,Southampton,"London, England",,,,male
548,2nd,1,"Ridsdale, Miss Lucy",50,Southampton,"London, England / Marietta, Ohio and Milwaukee, WI",,,,female
547,2nd,1,"Richards, Master William Rowe",3,Southampton,"Cornwall / Akron, OH",,,4,male
57,1st,1,"Chaffee, Mrs Herbert Fuller (Carrie Constance Toogood)",47,Southampton,"Amenia, ND",,,,female
589,2nd,0,"West, Mr Edwy Arthur",36,Southampton,"Bournmouth, England",,,,male
1243,3rd,1,"Tenglin, Mr Gunnar Isidor",,,,,,,male
1253,3rd,0,"Tikkanen, Mr Juho",,,,,,,male
914,3rd,0,"Karlsson, Mr Nils August",,,,,,,male
368,2nd,1,"Christy, Mrs Alice Frances",,Southampton,London,,,,female
406,2nd,0,"Fillbrook, Mr Charles",,Southampton,"Cornwall / Houghton, MI",,,,male
676,3rd,0,"Bjorklund, Ernst Herbert",18,Southampton,"Stockholm, Sweden New York",,,,male
244,1st,0,"Spencer, Mr William Augustus",57,Cherbourg,"Paris, France",,,,male
754,3rd,0,"Dantchoff, Mr Khristo",25,Southampton,"Bulgaria Chicago, IL",,,,male
598,2nd,0,"Yrois, Miss Henriette",,Southampton,Paris,,,,female
658,3rd,1,"Baclini, Miss Eugenie",3,Cherbourg,"Syria New York, NY",,,,female
842,3rd,0,"Hagland, Mr Ingvald Olsen",,,,,,,male
831,3rd,0,"Goodwin, Master Sidney L.",6,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male
1280,3rd,1,"Vartunian, Mr David",,,,,,,male
385,2nd,1,"Davis, Master John Morgan",8,Southampton,"St Ives, Cornwall / Hancock, MI",,,,male
483,2nd,0,"Levy, Mr Rene Jacques",,Cherbourg,"Montreal, PQ",,,,male
243,1st,1,"Spedden, Master Robert Douglas",6,Cherbourg,"Tuxedo Park, NY",,,3,male
892,3rd,1,"Johansson, Oscar L.",,,,,,,male
536,2nd,0,"Pulbaum, Mr Frank",,Cherbourg,Paris,,,,male
494,2nd,0,"Mantvila, Rev Joseph",27,Southampton,"Worcester, MA",,,,male
1065,3rd,0,"Nicola-Yarred, Master Elias",,,,,,,male
896,3rd,1,"Johnson, Master Harold Theodor",,,,,,,male
1128,3rd,0,"Peter (Joseph), Mrs Catherine",,,,,,,female
1035,3rd,0,"Moubarek, Mrs George",,,,,,,female
405,2nd,1,"Faunthorpe, Mrs Lizzie (see Wilkinson, E.)",,,,,,,female
821,3rd,1,"Goldsmith, Mrs Frank John (Emily A. Brown)",,Southampton,"Strood, Kent, England Detroit, MI",,,C,female
565,2nd,0,"Sweet, Mr George",14,Southampton,"Somerset / Bernardsville, NJ",,,,male
1307,3rd,0,"Zabour, Miss Hileni",,,,,,,female
779,3rd,1,"Dowdell, Miss Elizabeth",30,Southampton,"Union Hill, NJ",,,13,female
365,2nd,0,"Chapman, Mr Charles Henry",52,Southampton,"Bronx, NY",,,-130,male
1076,3rd,0,"O'Brien, Mr Denis",,,,,,,male
286,1st,1,"Williams, Mr Richard Norris II",21,Cherbourg,"Geneva, Switzerland / Radnor, PA",,,A,male
169,1st,0,"Loring, Mr Joseph Holland",30,Southampton,"London / New York, NY",,,,male
123,1st,1,"Graham, Miss Margaret Edith",19,Southampton,"Greenwich, CT",C-125,17582 L153 9s 3d,3,female
1261,3rd,0,"Touma (Thomas), Master George",,,,,,,male
237,1st,1,"Smith, Mrs Lucien Philip (Mary Eloise Hughes",18,Southampton,"Huntington, WV",,,6,female
101,1st,0,"Fortune, Mr Charles Alexander",19,Southampton,"Winnipeg, MB",,,,male
276,1st,0,"White, Mr Richard Frasar",21,Southampton,"Brunswick, ME",,,-169,male
1020,3rd,0,"Mineff, Mr Ivan",,,,,,,male
946,3rd,0,"Lam, Mr Len",,,,,,,male
517,2nd,0,"Nicholls, Mr Joseph Charles",19,Southampton,"Cornwall / Hancock, MI",,,-101,male
335,2nd,1,"Beane, Mr Edward",32,Southampton,"Norwich / New York, NY",,,,male
789,3rd,0,"Eklund, Mr Hans Linus",16,Southampton,"Karberg, Sweden Jerome Junction, AZ",,,,male
48,1st,1,"Carter, Mr William Ernest",36,Southampton,"Bryn Mawr, PA",,,C,male
596,2nd,1,"Williams, Mr Charles Eugene",,Southampton,"Harrow, England",,,14,male
761,3rd,0,"Dean, Mr Bertram",26,Southampton,"Devon, England Wichita, KS",,,,male
803,3rd,0,"Foley, Mr Joseph",,Queenstown,"Ireland Chicago, IL",,,,male
736,3rd,0,"Corn, Mr Harry",30,Southampton,London,,,,male
422,2nd,0,"Givard, Mr Hans Christensen",30,Southampton,,,,-305,male
559,2nd,0,"Slemen, Mr Richard James",35,Southampton,Cornwall,,,,male
1000,3rd,0,"McCormack, Mr Thomas J.",,,,,,,male
54,1st,0,"Cavendish, Mr Tyrell William",36,Southampton,"Little Onn Hall, Staffs",,,-172,male
1154,3rd,0,"Risien, Mrs Samuel",,,,,,,female
1095,3rd,0,"Oreskovic, Mr Jeko",,,,,,,male
808,3rd,0,"Ford, Mr Edward Watson",18,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,male
1293,3rd,0,"Wiklund, Mr Jacob Alfred",,,,,,,male
397,2nd,1,"Drew, Mrs James Vivian (Lulu Thorne Christian)",34,Southampton,"Greenport, NY",,28220 L32 10s,,female
1169,3rd,0,"Sadlier, Mr Matthew",,,,,,,male
1173,3rd,0,"Sage, Miss Dorothy",,,,,,,female
1119,3rd,0,"Pecruic, Mr Mate",,,,,,,male
708,3rd,0,"Carlsson, Mr Frans Olof",33,Southampton,"New York, NY",,,,male
93,1st,0,"Dulles, Mr William Crothers",39,Cherbourg,"Philadelphia, PA",,,-133,male
953,3rd,1,"Leeni, Mr Fahim",,,,,,,male
64,1st,0,"Clark, Mr Walter Miller",27,Cherbourg,"Los Angeles, CA",C-87,,,male
881,3rd,1,"Jensen, Miss Carla Christine",,,,,,,female
141,1st,1,"Hippach, Miss Jean Gertrude",16,Cherbourg,"Chicago, IL",B-18,111361 L57 19s 7d,4,female
100,1st,1,"Fortune, Miss Alice Elizabeth",24,Southampton,"Winnipeg, MB",,,10,female
841,3rd,0,"Hagardon, Miss Kate",,,,,,,female
60,1st,1,"Cherry, Miss Gladys",,Southampton,"London, England",,,8,female
1216,3rd,0,"Skoog, Mrs William",,,,,,,female
400,2nd,1,"Duran y More, Miss Florentina",,Cherbourg,"Barcelona, Spain / Havana, Cuba",,,12,female
178,1st,0,"Meyer, Mr Edgar Joseph",28,Cherbourg,"New York, NY",,,,male
38,1st,1,"Brown, Mrs John Murray (Caroline Lane Lamson)",59,Southampton,"Belmont, MA",C-101,,D,female
576,2nd,1,"Ware, Mrs John James (Florence Louise Long)",28,Southampton,"Bristol, England / New Britain, CT",,,12,female
546,2nd,1,"Richards, Mrs Sidney (Emily Hocking)",25,Southampton,"Cornwall / Akron, OH",,,4,female
204,1st,1,"Peuchen, Major Arthur Godfrey",52,Southampton,"Toronto, ON",C-104,,6,male
783,3rd,1,"Driscoll, Miss Bridget",24,Queenstown,"Ballydehob, Co Cork, Ireland New York, NY",,,,female
1093,3rd,1,"Olsson, Mr Oscar Johansson",,,,,,,male
430,2nd,1,"Harris, Mr George",30,Southampton,London,,,,male
8,1st,0,"Andrews, Mr Thomas, jr",39,Southampton,"Belfast, NI",A-36,,,male
288,1st,0,"Wright, Mr George",,Southampton,"Halifax, NS",,,,male
930,3rd,0,"Kiernan, Mr Philip",,,,,,,male
115,1st,0,"Gee, Mr Arthur H.",47,Southampton,"St Anne's-on-Sea, Lancashire",,,-275,male
238,1st,0,"Smith, Mr Richard William",,Southampton,"Streatham, Surrey",,,,male
963,3rd,0,"Leonard, Mr Lionel",,,,,,,male
418,2nd,0,"Giles, Mr Frederick",21,Southampton,"Cornwall / Camden, NJ",,,,male
235,1st,0,"Smith, Mr James Clinch",56,Cherbourg,"St James, Long Island, NY",,,,male
720,3rd,0,"Chronopoulos, Mr Apostolos",26,Cherbourg,Greece,,,,male
827,3rd,0,"Goodwin, Mr Charles E.",14,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male
127,1st,0,"Guggenheim, Mr Benjamin",46,Cherbourg,"New York, NY",B-82/4,17593 L56 18s 7d,,male
1284,3rd,0,"Vestrom, Miss Hulda Amanda Adolfina",,,,,,,female
107,1st,1,"Frauenthal, Dr Henry William",49,Cherbourg,"New York, NY",,,5,male
594,2nd,1,"Wilhelms, Mr Charles",32,Southampton,"London, England",,,9,male
685,3rd,0,"Bowen, Mr David",26,Southampton,"Treherbert, Cardiff, Wales",,,,male
792,3rd,0,"Elias, Mr John",,Cherbourg,Syria,,,,male
105,1st,1,"Fortune, Mrs Mark (Mary McDougald)",60,Southampton,"Winnipeg, MB",,,10,female
50,1st,1,"Carter, Miss Lucile Polk",14,Southampton,"Bryn Mawr, PA",,,4,female
450,2nd,1,"Hold, Mrs Stephen (Annie Margaret)",36,Southampton,"England / Sacramento, CA",,,,female
721,3rd,0,"Chronopoulos, Mr Demetrios",18,Cherbourg,Greece,,,,male
345,2nd,0,"Botsford, Mr William Hull",26,Southampton,"Elmira, NY / Orange, NJ",,,,male
510,2nd,0,"Myles, Mr Thomas Francis",64,Queenstown,"Cambridge, MA",,,,male
1112,3rd,0,"Paulsson, Miss Stina Viola",,,,,,,female
913,3rd,0,"Karlsson, Mr Julius Konrad Eugen",,,,,,,male
1245,3rd,1,"Thomas, Mrs Alexander",,,,,,,female
569,2nd,1,"Troutt, Miss Edwina Celia",27,Southampton,"Bath, England / Massachusetts",E-101,34218 L10 10s,16,female
1027,3rd,0,"Moor, Master Meier",,,,,,,male
167,1st,0,"Long, Mr Milton Clyde",29,Southampton,"Springfield, MA",,,-126,male
791,3rd,0,"Elias, Mr Elias",,Cherbourg,Syria,,,,male
1136,3rd,0,"Peterson, Mr Johan Emil",,,,,,,male
686,3rd,1,"Bradley, Miss Bridget Delia",18,Queenstown,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY",,,13,female
1098,3rd,0,"Osen, Mr Olof Elon",,,,,,,male
1097,3rd,0,"Oreskovic, Mr Maria",,,,,,,male
1214,3rd,0,"Skoog, Miss Margit",,,,,,,female
752,3rd,0,"Danbom, Master Gilbert Sigvard Emanuel",0.3333,Southampton,"Stanton, IA",,,,male
1301,3rd,0,"Wiseman, Mr Phillippe",,,,,,,male
1105,3rd,0,"Panula, Master Urho Abraham",,,,,,,male
512,2nd,1,"Nasser (Nasrallah), Mrs Nicholas",18,Cherbourg,"New York, NY",,,,female
956,3rd,0,"Lefebre, Miss Ida",,,,,,,female
1161,3rd,0,"Rosblom, Mr Viktor Rickard",,,,,,,male
943,3rd,0,"Laitinen, Miss Kritina Sofia",,,,,,,female
584,2nd,1,"Wells, Mrs Arthur H. (Addie Trevaskis)",29,Southampton,"Cornwall / Akron, OH",,,,female
1131,3rd,0,"Petersen, Mr Marius",,,,,,,male
1167,3rd,0,"Saad, Mr Amin",,,,,,,male
1115,3rd,0,"Peacock, Master Alfred Edward",,,,,,,male
611,3rd,0,"Adahl, Mr Mauritz Nils Martin",30,Southampton,"Asarum, Sweden Brooklyn, NY",,7076,-72,male
1101,3rd,0,"Panula, Mr Ernesti Arvid",,,,,,,male
525,2nd,1,"Pallas y Castello, Mr Emilio",,Cherbourg,"Spain / Havana, Cuba",,,,male
592,2nd,0,"Wheeler, Mr Edwin",,Southampton,,,,,male
367,2nd,0,"Chapman, Mrs John Henry (Elizabeth Lawry)",30,Southampton,"Cornwall / Spokane, WA",,,,female
1292,3rd,0,"Widegren, Mr Charles Peter",,,,,,,male
419,2nd,0,"Giles, Mr Ralph",22,Southampton,"West Kensington, London",,,-297,male
854,3rd,0,"Hassan, Mr M. Houssein",,,,,,,male
1104,3rd,0,"Panula, Mrs John",,,,,,,female
844,3rd,0,"Hakkarainen, Mr Pekko Pietari",,,,,,,male
1100,3rd,0,"O'Sullivan, Miss Bridget",,,,,,,female
22,1st,0,"Birnbaum, Mr Jakob",25,Cherbourg,"San Francisco, CA",,,-148,male
558,2nd,1,"Slayter, Miss Hilda Mary",30,Queenstown,"Halifax, NS",,,13,female
623,3rd,0,"Andersen, Mr Albert Karvin",32,Southampton,"Bergen, Norway",,,-260,male
225,1st,1,"Salomon, Mr Abraham L.",,Southampton,"New York, NY",,,1,male
879,3rd,1,"Jansen, Mr Carl Olof",,,,,,,male
31,1st,1,"Bowen, Miss Grace Scott",45,Cherbourg,"Cooperstown, NY",,,4,female
69,1st,0,"Compton, Mr Alexander Taylor, Jr",37,Cherbourg,"Lakewood, NJ",,,,male
1313,3rd,0,"Zimmerman, Leo",,,,,,,male
991,3rd,1,"Mannion, Miss Margareth",,,,,,,female
1156,3rd,0,"Robins, Mrs Alexander A.",,,,,,,female
744,3rd,0,"Daher, Mr Tannous",,Cherbourg,,,,,male
371,2nd,1,"Clarke, Mrs Charles V. (Ada Maria)",,Southampton,"England / San Francisco, CA",,,14,female
497,2nd,0,"Maybery, Mr Frank H.",20,Southampton,"Weston-Super-Mare / Moose Jaw, SK",,,,male
814,3rd,0,"Gallagher, Mr Martin",25,Queenstown,"New York, NY",,,,male
760,3rd,1,"Davison, Mrs Thomas Henry (Mary Finck)",,Southampton,"Liverpool, England Bedford, OH",,,,female
699,3rd,0,"Cacic, Mr Manda",,Southampton,Croatia,,,,male
796,3rd,0,"Emmeth, Mr Thomas",,Southampton,,,,,male
495,2nd,1,"Marshall, Mrs Kate Louise Phillips",19,Southampton,"Worcester, England",,,,female
824,3rd,0,"Goncalves, Mr Manuel Estanslas",38,Southampton,Portugal,,,,male
968,3rd,0,"Lindell, Mrs Edvard Bengtsson",,,,,,,female
725,3rd,0,"Coleff, Mr Fotio",24,Southampton,,,,,male
982,3rd,0,"MacKay, Mr George William",,,,,,,male
834,3rd,0,"Gronnestad, Mr Daniel Danielsen",32,Southampton,"Foresvik, Norway Portland, ND",,,,male
113,1st,0,"Futrelle, Mr Jacques",37,Southampton,"Scituate, MA",,,,male
139,1st,0,"Hilliard, Mr Herbert Henry",,Southampton,"Brighton, MA",,,,male
637,3rd,0,"Arnold, Mr Josef",25,Southampton,"Altdorf, Switzerland",,,,male
279,1st,1,"Wick, Miss Mary Natalie",31,Southampton,"Youngstown, OH",C-7,,8,female
206,1st,1,"Potter, Mrs Thomas, Jr. (Lily Alexenia Wilson)",56,Cherbourg,"Mt Airy, Philadelphia, PA",,,7,female
480,2nd,1,"LaRoche, Miss Simonne",3,Cherbourg,Paris / Haiti,,,,female
522,2nd,1,"Oxenham, Mr Percy Thomas",22,Southampton,"Pondersend, England / New Durham, NJ",,,,male
1264,3rd,1,"Turja, Miss Anna Sofia",,,,,,,female
1241,3rd,0,"Svensson, Mr Olof",,,,,,,male
384,2nd,1,"Davis, Mrs Agnes",49,Southampton,"St Ives, Cornwall / Hancock, MI",,,,female
84,1st,1,"Dick, Mrs Albert Adrian Vera Gillespie",17,Cherbourg,"Calgary, AB",,,3,female
629,3rd,1,"Andersson, Miss Erna",17,Southampton,"Ruotsinphyhtaa, Finland New York, NY",,,,female
439,2nd,1,"Hewlett, Mrs Mary D.",,Southampton,"India / Rapid City, SD",,,13,female
1226,3rd,0,"Stankovic, Mr Jovan",,,,,,,male
697,3rd,0,"Cacic, Mr Grego",18,Southampton,Croatia,,,,male
866,3rd,1,"Hirvonen, Mrs Alexander",,,,,,,female
486,2nd,0,"Louch, Mr Charles Alexander",48,Southampton,"Weston-Super-Mare, Somerset",,,-121,male
670,3rd,0,"Beavan, Mr William Thomas",19,Southampton,England,,,,male
973,3rd,0,"Lobb, Mr William Arthur",,,,,,,male
401,2nd,0,"Eitemiller, Mr George Floyd",23,Southampton,"England / Detroit, MI",,,,male
109,1st,1,"Frauenthal, Mr Isaac Gerald",44,Southampton,"New York, NY",,,5,male
116,1st,1,"Gibson, Miss Dorothy",22,Cherbourg,"New York, NY",,,7,female
537,2nd,1,"Quick, Mrs Frederick C. (Jane Richards)",33,Southampton,"Plymouth, Devon / Detroit, MI",,,11,female
202,1st,0,"Penasco, Mr Victor de Satode",18,Cherbourg,"Madrid, Spain",,,,male
391,2nd,0,"Denbury, Mr Herbert",25,Southampton,"Guernsey / Elizabeth, NJ",,,,male
1276,3rd,0,"Vandewalle, Mr Nestor Cyriel",,,,,,,male
654,3rd,0,"Augustsson, Mr Albert",23,Southampton,"Krakoryd, Sweden Bloomington, IL",,,,male
832,3rd,0,"Goodwin, Master William F.",11,Southampton,"Wiltshire, England Niagara Falls, NY",,,,male
1057,3rd,0,"Nancarrow, Mr William Henry",,,,,,,male
1196,3rd,0,Seman Master Betros,,,,,,,male
1179,3rd,0,"Sage, Miss Stella",,,,,,,female
745,3rd,1,"Dahl, Mr Charles Edward",45,Southampton,"Australia Fingal, ND",,,15,male
136,1st,1,"Hays, Mrs Charles Melville (Clara Jennings Gregg)",52,Southampton,"Montreal, PQ",,,3,female
1120,3rd,0,"Pecruic, Mr Tome",,,,,,,male
184,1st,1,"Mock, Mr Philip E.",,Cherbourg,"New York, NY",,,11,male
1102,3rd,0,"Panula, Mr Jaako Arnold",,,,,,,male
770,3rd,0,"Dennis, Mr Samuel",23,Southampton,,,,,male
1197,3rd,0,"Serota, Mr Maurice",,,,,,,male
1213,3rd,0,"Skoog, Miss Mabel",,,,,,,female
1224,3rd,0,"Spector, Mr Woolf",,,,,,,male
959,3rd,0,"Leinonen, Mr Antti Gustaf",,,,,,,male
259,1st,1,"Taussig, Miss Ruth",18,Southampton,"New York, NY",,,8,female
372,2nd,0,"Coleridge, Mr Reginald Charles",29,Southampton,"Hartford, Huntingdonshire",,,,male
49,1st,1,"Carter, Mrs William Ernest (Lucile Polk)",36,Southampton,"Bryn Mawr, PA",,,4,female
689,3rd,0,"Braund, Mr Lewis Richard",29,Southampton,"Bridgerule, Devon",,,,male
1260,3rd,0,"Touma (Thomas), Mrs Darwin",,,,,,,female
160,1st,1,"Leader, Dr Alice Farnham",,Southampton,"New York, NY",,,8,female
10,1st,0,"Artagaveytia, Mr Ramon",71,Cherbourg,"Montevideo, Uruguay",,,-22,male
220,1st,1,"Ryerson, Mrs Arthur Larned (Emily Maria Borie)",48,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,4,female
877,3rd,0,"Ilmakangas, Miss Pieta Sofia",,,,,,,female
944,3rd,0,"Laleff, Mr Kristo",,,,,,,male
1134,3rd,0,"Petroff, Mr Pentcho",,,,,,,male
1194,3rd,0,"Scanlan, Mr James",,,,,,,male
947,3rd,1,"Landegren, Miss Aurora Adelia",,,,,,,female
1186,3rd,0,"Samaan, Mr Hanna",,,,,,,male
218,1st,0,"Rowe, Mr Alfred G.",,Southampton,London,,,-109,male
462,2nd,0,"Jenkin, Mr Stephen Curnow",,Southampton,"St Ives, Cornwall / Houghton, MI",,,,male
986,3rd,0,"Mahon, Miss Delia",,,,,,,female
224,1st,1,"Saalfeld, Mr Adolphe",,Southampton,"Manchester, England",,,3,male
587,2nd,1,"West, Miss Barbara J.",,Southampton,"Bournmouth, England",,,,female
226,1st,1,"Schabert, Mrs Paul (Emma Mock)",,Cherbourg,"New York, NY",,,11,female
1304,3rd,0,"Yasbeck, Mr Antoni",,,,,,,male
61,1st,1,"Chevre, Mr Paul",,Cherbourg,"Paris, France",,,7,male
1206,3rd,0,"Sivic, Mr Husen",,,,,,,male
77,1st,1,"Cumings, Mrs John Bradley (Florence Briggs Thayer)",38,Cherbourg,"New York, NY",C-85,,4,female
1007,3rd,0,"McGowan, Miss Anna",,,,,,,female
469,2nd,1,"Kelly, Mrs Florence (Fannie)",45,Southampton,"London / New York, NY",,,,female
916,3rd,0,"Karun, Mr Franz",,,,,,,male
1018,3rd,0,"Mihoff, Mr Stoytcho",,,,,,,male
21,1st,1,"Behr, Mr Karl Howell",26,Cherbourg,"New York, NY",C-148,,5,male
1163,3rd,0,"Rouse, Mr Richard Henry",,,,,,,male
1155,3rd,0,"Robins, Mr Alexander A.",,,,,,,male
44,1st,1,"Cardeza, Mr Thomas Drake Martinez",36,Cherbourg,"Austria-Hungary / Germantown, Philadelphia, PA",B-51/3/5,17755 L512 6s,3,male
1011,3rd,0,"McNamee, Mrs Neal",,,,,,,female
765,3rd,0,"Delalic, Mr Regyo",25,Southampton,,,,,male
534,2nd,0,"Ponesell, Mr Martin",34,Southampton,"Denmark / New York, NY",,250647,,male
911,3rd,0,"Karajic, Mr Milan",,,,,,,male
97,1st,1,"Flegenheim, Mrs Alfred (Antoinette)",,Cherbourg,"New York, NY",,,7,female
452,2nd,1,"Hosono, Mr Masafumi",41,Southampton,"Tokyo, Japan",,,13,male
1133,3rd,0,"Petroff, Mr Nedeca",,,,,,,male
1114,3rd,0,"Pavlovic, Mr Stefo",,,,,,,male
964,3rd,0,"Lester, Mr James",,,,,,,male
161,1st,0,"Lewy, Mr Ervin G.",,Cherbourg,"Chicago, IL",,,,male
1123,3rd,1,"Pekoniemi, Mr Edvard",,,,,,,male
380,2nd,0,"Corey, Mrs Percy C. (Mary Phyllis Elizabeth Miller)",,Southampton,"Upper Burma, India Pittsburgh, PA",,,,female
794,3rd,0,"Elsbury, Mr James",47,Southampton,"Illinois, USA",,,,male
1187,3rd,0,"Samaan, Mr Youssef",,,,,,,male
1141,3rd,0,"Raibid, Mr Razi",,,,,,,male
675,3rd,0,"Birkeland, Mr Hans",21,Southampton,"Brennes, Norway New York",,,,male
1178,3rd,0,"Sage, Mrs John",,,,,,,female
1137,3rd,1,"Pickard (Trembisky), Mr Berk",,,,,,,male
219,1st,0,"Ryerson, Mr Arthur Larned",61,Cherbourg,"Haverford, PA / Cooperstown, NY",,17608 L262 7s 6d,,male
846,3rd,0,"Hampe, Mr Leon",,,,,,,male
375,2nd,0,"Collyer, Mr Harvey",35,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,,male
612,3rd,0,"Adams, Mr John",26,Southampton,"Bournemouth, England",,,-103,male
839,3rd,0,"Gustafsson, Mr Karl Gideon",19,Southampton,"Myren, Sweden New York, NY",,,,male
482,2nd,1,"Leitch, Miss Jessie",,Southampton,"London / Chicago, IL",,,11,female
599,2nd,0,"Aldworth, Mr Charles Augustus",30,Southampton,"Bryn Mawr, PA, USA",,248744 L13,,male
549,2nd,0,"Rogers, Mr Harry",,Southampton,,,,,male
374,2nd,1,"Collett, Mr Sidney C. Stuart",24,Southampton,"London / Fort Byron, NY",,,9,male
1075,3rd,0,"Nysveen, Mr Johan H.",,,,,,,male
42,1st,1,"Candee, Mrs Edward (Helen Churchill Hungerford)",53,Cherbourg,"Washington, DC",,,6,female
145,1st,1,"Holverson, Mrs Alexander Oskar (Mary Aline Towner)",35,Southampton,"New York, NY",,,,female
280,1st,0,"Widener, Mr George Dunton",50,Cherbourg,"Elkins Park, PA",,,,male
137,1st,1,"Hays, Miss Margaret Bechstein",24,Southampton,"New York, NY",,,7,female
958,3rd,0,"Lefebre, Miss Mathilde",,,,,,,female
376,2nd,1,"Collyer, Mrs Harvey (Charlotte Tate)",31,Southampton,"Bishopstoke, Hants / Fayette Valley, ID",,,14,female
59,1st,1,"Chambers, Mrs Norman Campbell (Bertha Griggs)",31,Southampton,"New York, NY / Ithaca, NY",,,5,female
304,1st,1,"Geiger, Miss Emily ",,Cherbourg,,,,,female
3,1st,0,"Allison, Mr Hudson Joshua Creighton",30,Southampton,"Montreal, PQ / Chesterville, ON",C26,,-135,male
850,3rd,0,"Hansen, Mr Henry Damsgaard",,,,,,,male
890,3rd,1,"Johansson, Mr Karl Johan",,,,,,,male
352,2nd,0,"Bryhl, Mr Kurt Arnold Gottfrid",25,Southampton,"Skara, Sweden / Rockford, IL",,,,male
454,2nd,0,"Howard, Mrs Benjamin (Ellen Truelove)",,Southampton,"Swindon, England",,,,female
86,1st,1,"Dodge, Mrs Washington (Ruth Vidaver)",,Southampton,"San Francisco, CA",,,7-May,female
32,1st,1,"Bowerman, Miss Elsie Edith",22,Southampton,"St Leonards-on-Sea, England Ohio",,,6,female
727,3rd,0,"Conlin, Mr Thomas Henry",31,Queenstown,"Philadelphia, PA",,,,male
1298,3rd,0,"Williams, Mr Leslie",,,,,,,male
264,1st,1,"Thayer, Mr John Borland, jr.",17,Cherbourg,"Haverford, PA",,,B,male
941,3rd,1,"Krekorian, Mr Neshan",,,,,,,male
1240,3rd,1,"Svensson, Mr Johan Cervin",,,,,,,male
500,2nd,0,"McKane, Mr Peter D.",46,Southampton,"Rochester, NY",,,,male
